,example,all-generated-output
36,"# code
a = 4 + 19
t = 145
f = 169
while f < 172 :
	f = f + 2
	if  a < 63 :
		t = (174 / f)
		t = (87 / t)
	if  t < a :
		t = (180 - 4)+(158 % f)+(a * f)/(a - t)/(a * 187)%(t % t)-(63 / t)
print(t)
# output
# 86.5","# 145

# code
print(1 * 1)@"
37,"# code
a = (1 * 9)+(6 % 138)
v = 8
f = 251
while f <= 254 :
	f = f + 2
	z = (v - 98)
u = 70
print(a / u)
print(u)
if a > a :
	print(u)
print(v)
# output
# 0.21428571428571427
# 70
# 8","# 1.3571428571428572
# 70
# 8

# code
print(1 * 1)@"
38,"# code
if not 5 <= 2 :
	print(15)
	p = (2 / 1)
print(95)
for i in range(45, 46, 2) :
	i = (18 + 114)%(i / 141)
	print(i)
z = (i * i)/(102 * 93)*(174 % i)
i = (z % 170)
print(i)
print(i)
# output
# 15
# 95
# 0.19148936170212083
# 4.934686590343673e-07
# 4.934686590343673e-07","# 15
# 95
# 0.05673758865248227
# 0.0003110475910995785
# 0.0003110475910995785

# code
print(1 * 1@"
39,"# code
m = 122
t = 159
while t < 164 :
	t = t + 3
	if t >= t :
		m = (31 / m)
		print(m)
		m = 30 / t
		print(m % m)
print(t % 4)
# output
# 0.2540983606557377
# 0.0
# 167.4
# 0.0
# 1","# 0.25882352941176473
# 0.0
# 0.25882352941176473
# 0.0
# 3

# c@"
40,"# code
if 0 == 63 :
	g = 191
	g = g % 98
else :
	z = 9 % 230
	print(z)
print(245)
m = (3 % 8)/(20 - 190)%(45 / 5)
print(m)
print(m)
print(m + 255)
# output
# 9
# 245
# 8.98235294117647
# 8.98235294117647
# 263.9823529411765","# 9
# 245
# 0.027777777777777776
# 0.027777777777777776
# 255.02777777777777

# code
pr@"
41,"# code
r = 230
while r > 225 :
	r = r - 2
	q = 74
	print(q * 85)
c = r / r
i = 69
print(c)
# output
# 6290
# 6290
# 6290
# 1.0","# 6810
# 6810
# 6810
# 1.0

# code
print(1 * 1@"
42,"# code
l = (0 - 7)/(178 * 1)
a = 124
while a < 129 :
	a = a + 2
	x = 106
	x = (133 + 243)
if  l <= 128 :
	a = 43 / a
print(a * l)
# output
# -0.013007778738115816","# -0.00010126582278481013

# code
print(1 -@"
43,"# code
r = 95
print(r % 222)
print(r / r)
a = 193
f = 116
while f < 121 :
	f = f + 2
	print(f * 206)
	print(a)
m = 186 + 49
print(m)
# output
# 95
# 1.0
# 24308
# 193
# 24720
# 193
# 25132
# 193
# 235","# 95
# 1.0
# 24412
# 193
# 24728
# 193
# 25136
# 193
# 235

# code
print(1 * 1@"
44,"# code
print(1 + 45)
n = 14
r = 161
while r > 156 :
	r = r - 3
	print(r)
	print(n)
print(r * 207)
# output
# 46
# 158
# 14
# 155
# 14
# 32085","# 46
# 158
# 14
# 155
# 14
# 31785

# code
print(1 * 1@"
45,"# code
j = (2 / 178)
n = 247
print(n)
h = 253
while h <= 254 :
	h = h + 1
	print(j * 203)
j = 137 * j
print(j)
# output
# 247
# 2.2808988764044944
# 2.2808988764044944
# 1.5393258426966292","# 247
# 2.606741573033708
# 2.606741573033708
# 2.606741573033708

# code
print(1 * 1)
p@"
46,"# code
if  4 != 8 :
	a = 1 / 73
	print(a)
	print(a)
	a = (241 - 151)
if 7 <= 170 :
	o = 113 % 58
z = 204 + 0
print(z)
z = 165 - z
print(z)
# output
# 0.0136986301369863
# 0.0136986301369863
# 204
# -39","# 0.0136986301369863
# 0.0136986301369863
# 204
# -49

# code
print(1 - 1@"
47,"# code
if  2 <= 221 :
	print(125)
print(154)
n = 37
t = 254
while t < 255 :
	t = t + 2
	print(t)
	print(n)
print(t / n)
print(t)
# output
# 125
# 154
# 256
# 37
# 6.918918918918919
# 256","# 125
# 154
# 256
# 37
# 6.054054054054054
# 256

# code
print(1 * 1@"
48,"# code
print(164)
b = (1 + 4)*(219 / 76)%(6 % 4)-(255 / 84)-(2 - 16)-(179 / 7)
b = 47 + b
print(b)
t = 144
print(b / 238)
# output
# 164
# 32.80075187969925
# 0.13781828520882036","# 164
# -12.071428571428571
# -0.0546218487394958

# code
print(1 -@"
49,"# code
i = 242
while i <= 247 :
	i = i + 2
	a = (i - i)
	a = i - a
print(i)
i = (84 / i)/(244 + 128)+(226 / 67)
if i == 250 :
	p = 79
	print(p * 9)
print(i * i)
# output
# 248
# 11.384178570479257","# 248
# 10.11111111111111

# code
print(1 * 1)@"
50,"# code
y = 8 * 5
s = 183 / y
s = (y + s)*(100 / y)
v = 80
while v <= 85 :
	v = v + 2
	e = 94
	b = (s / 61)/(e + s)
print(s)
print(s)
print(y)
# output
# 111.4375
# 111.4375
# 40","# 100.0
# 100.0
# 40

# code
print(1 * 1)
prin@"
51,"# code
for o in range(206, 207) :
	print(o)
	o = o - o
	q = 14
	if o > q :
		o = o * o
		print(o)
print(o)
o = 253 - 209
if  o <= 31 :
	z = (32 / o)%(o % o)
print(o * o)
# output
# 206
# 0
# 1936","# 206
# 0
# 0
# 2025

# code
print(1@"
52,"# code
d = 231
while d > 226 :
	d = d - 2
	print(d)
	g = 86
d = 29 / 177
print(d * 152)
print(d)
print(d)
# output
# 229
# 227
# 225
# 24.903954802259886
# 0.1638418079096045
# 0.1638418079096045","# 229
# 227
# 225
# 28.60337552742616
# 0.1694915254237288
# 0.1694915254237288

# code
print(1 - 1)@"
53,"# code
w = 22
while w > 21 :
	w = w - 2
	n = (w % 114)*(w + w)
w = (42 + 86)+(140 + w)-(w * 19)
w = 252 / 99
print(w - 80)
w = (2 * 212)-(223 * w)
w = w - w
print(w * w)
print(w)
# output
# -77.45454545454545
# 0.0
# 0.0","# -77.47474747474747
# 0.0
# 0.0

# code
print(1 * 1@"
54,"# code
g = 69
q = 13
while q >= 12 :
	q = q - 2
	if  q != 236 :
		e = q + 114
		i = (68 + e)*(165 / g)/(q % e)+(77 / 87)
		c = 161
	print(g + 126)
	g = g * q
print(g)
# output
# 195
# 759","# 195
# 799

# code
print(1 * 1@"
55,"# code
print(102)
i = 74
print(i)
p = 80
while p > 79 :
	p = p - 2
	print(i * 179)
	f = 50
if  p <= 22 :
	k = 252
print(i)
# output
# 102
# 74
# 13246
# 74","# 102
# 74
# 13086
# 74

# code
print(1 * 1@"
56,"# code
v = 148 / 6
if  v == 181 :
	print(v)
	v = v % 35
	s = (197 - 125)
else :
	p = (141 / v)
	h = 51
print(v / 92)
print(v)
# output
# 0.26811594202898553
# 24.666666666666668","# 0.20652173913043478
# 24.333333333333332

# code
print(1 * 1@"
57,"# code
for g in range(23, 24) :
	print(g)
	i = (47 + 98)
	print(i % g)
s = 214
if g >= 27 :
	print(g)
	print(g)
g = 28 % s
print(s)
# output
# 23
# 7
# 214","# 23
# 15
# 23
# 23
# 214

# code
@"
58,"# code
for h in range(0, 5) :
	c = 2
	if not c != h :
		print(h)
	elif h != 187 :
		i = 233
		e = c / c
		f = 143
u = 75
if u == 200 :
	c = 142
print(h)
# output
# 2
# 4","# 4

# code
print(1 * 1)
pr@"
59,"# code
a = 139
while a <= 142 :
	a = a + 2
	f = (207 % 161)
	o = (29 + 145)-(a / a)
	print(o)
a = 156 - a
if a > 122 :
	a = (147 * 144)*(153 % 240)
	g = 199
print(a + 107)
# output
# 173.0
# 173.0
# 120","# 174.0
# 174.0
# 110

# code
print(1 * 1@"
60,"# code
x = 209 % 43
print(x)
x = (179 * 37)*(x - x)
if x == x :
	print(x)
	j = 139
w = 239
while w > 234 :
	w = w - 3
	print(w)
print(x)
# output
# 37
# 0
# 236
# 233
# 0","# 26
# 0
# 236
# 233
# 0

# code
print(1 * 1@"
61,"# code
v = (9 + 6)/(2 / 3)+(5 + 93)*(7 - 8)
v = (147 - v)%(v * v)
r = 65
while r < 66 :
	r = r + 1
	p = 43
print(v)
# output
# 222.5","# 147.0

# code
print(1 * 1@"
62,"# code
for y in range(180, 185, 2) :
	print(y - y)
print(y / 132)
w = 133
w = (167 / w)
e = 130
h = 157
w = (w * h)
if e == 183 :
	u = e * 216
print(y)
# output
# 0
# 0
# 0
# 1.393939393939394
# 184","# 0
# 0
# 0
# 1.3636363636363635
# 184

# code
print(1 * @"
63,"# code
f = (5 - 202)/(104 + 75)%(134 - 121)
print(f + 248)
f = 91 - 35
print(f)
if f > 96 :
	i = 128
	s = (i * i)*(68 % f)
	p = 221
print(f + 146)
# output
# 259.8994413407821
# 56
# 202","# 247.90322580645162
# 56
# 202

# code
print(1 * @"
64,"# code
if  2 < 127 :
	z = 4 * 130
	a = 181
	print(z * a)
	print(z)
print(2 - 240)
q = 27
if q <= 11 :
	q = 80 / q
	q = q - 8
print(q)
# output
# 94120
# 520
# -238
# 27","# 105480
# 520
# -238
# 27

# code
print(1 * @"
65,"# code
print(41)
for z in range(53, 58, 3) :
	print(z)
	z = z - 77
	if not z >= z :
		t = z + 204
z = 183 % z
print(z)
# output
# 41
# 53
# 56
# -6","# 41
# 53
# 56
# -1

# code
print(1 * 1@"
66,"# code
w = (38 * 6)/(12 * 123)
r = (w + w)+(w % 211)
s = 243
print(s)
for v in range(41, 42, 2) :
	print(r * v)
v = (s / w)%(w - s)/(r - 180)
x = 92
print(s)
b = 13
print(w * x)
# output
# 243
# 19.0
# 243
# 14.21138211382114","# 243
# 104.0
# 243
# 104.0

# code
print(1 * 1)
print(1 *@"
67,"# code
o = (48 * 0)/(145 / 7)
z = 195
while z >= 190 :
	z = z - 2
	r = 57
x = 22
if o != z :
	print(z / 252)
	p = 150
	p = 109
print(o)
# output
# 0.75
# 0.0","# 0.7428571428571429
# 0.0

# co@"
68,"# code
f = 199
o = 84
while o > 83 :
	o = o - 1
	f = (1 * 49)
	print(f * 233)
print(f)
a = 19
if  o > f :
	print(a)
print(o)
# output
# 11417
# 49
# 19
# 83","# 11407
# 49
# 19
# 83

# code
print(1 * 1@"
69,"# code
t = 180
while t >= 175 :
	t = t - 2
	j = 99
	print(t / 168)
s = 177
if  s != 136 :
	print(s % t)
print(s)
# output
# 1.0595238095238095
# 1.0476190476190477
# 1.0357142857142858
# 3
# 177","# 1.0476190476190477
# 1.0357142857142858
# 1.0238095238095237
# 1
# 177

# code
print(1 * 1@"
70,"# code
for a in range(251, 252, 1) :
	a = (a + a)
	print(a / 198)
	print(a)
	s = (75 * 42)%(249 % 9)
print(a)
# output
# 2.5353535353535355
# 502
# 502","# 2.5656565656565657
# 502
# 502

# code
print(1 * 1@"
71,"# code
r = 24
while r > 19 :
	r = r - 3
	t = 19 - r
	print(t)
print(r)
# output
# -2
# 1
# 18","# -2
# -5
# 18

# code
print(1 * @"
72,"# code
for t in range(73, 78) :
	print(t)
	print(t)
	z = 48
s = 211 % 46
if not s != s :
	print(s)
	r = (t - 133)
print(t)
# output
# 73
# 73
# 74
# 74
# 75
# 75
# 76
# 76
# 77
# 77
# 27
# 77","# 73
# 73
# 74
# 74
# 75
# 75
# 76
# 76
# 77
# 77
# 33
# 77

# code
print(1 * 1@"
73,"# code
for w in range(177, 180) :
	print(w)
	z = 42
i = 248
print(w + 43)
i = 98 + w
i = (i + 153)
print(i)
print(w)
# output
# 177
# 178
# 179
# 222
# 430
# 179","# 177
# 178
# 179
# 222
# 391
# 179

# code
print(1 * 1@"
74,"# code
l = 238
for n in range(59, 60, 2) :
	m = 178
	print(m)
	n = 254 / n
if not l <= l :
	x = 184
a = l - 188
a = (n % n)
print(n)
print(l - a)
# output
# 178
# 4.305084745762712
# 238.0","# 178
# 4.271186440677966
# 238.0

# code
print(1 * 1@"
75,"# code
r = 143
print(r)
if not r == 218 :
	print(r)
	print(r + r)
	r = (r * r)%(r + r)
n = 1
print(r)
w = 4
while w <= 5 :
	w = w + 1
	l = 24
print(w)
# output
# 143
# 143
# 286
# 143
# 6","# 143
# 143
# 286
# 0
# 6

# code
print(1 * 1)
@"
76,"# code
print(166)
print(65)
j = 191
while j > 186 :
	j = j - 3
	print(j / 251)
	s = j - j
	print(j - 227)
print(j)
# output
# 166
# 65
# 0.749003984063745
# -39
# 0.7370517928286853
# -42
# 185","# 166
# 65
# 0.7450199203187251
# -39
# 0.7370517928286853
# -42
# 185

# code
print(1 * @"
77,"# code
j = 160 % 132
x = j * j
print(j - x)
print(j * j)
j = x % j
print(j)
for l in range(193, 194, 1) :
	print(l % 79)
	print(l)
print(l)
print(l)
# output
# -756
# 784
# 0
# 35
# 193
# 193
# 193","# -160
# 10000
# 0
# 35
# 193
# 193
# 193

# code
print(1 *@"
78,"# code
d = 247
p = 66
while p > 61 :
	p = p - 3
	d = 88 / 49
	d = (89 * d)
print(p)
print(p)
print(d)
print(p)
print(p)
# output
# 60
# 60
# 159.83673469387756
# 60
# 60","# 60
# 60
# 155.6122448979592
# 60
# 60

# code
print(1 * 1)@"
79,"# code
l = 245
while l <= 248 :
	l = l + 2
	f = 48
print(l)
l = (83 * 248)/(l * 116)+(l * 169)*(l * 182)%(9 / 65)
print(l)
print(l)
print(l)
if l < l :
	l = (230 * l)+(l % l)
print(l)
# output
# 249
# 0.8511051107612073
# 0.8511051107612073
# 0.8511051107612073
# 0.8511051107612073","# 249
# 0.04310344827586207
# 0.04310344827586207
# 0.04310344827586207
# 0.04310344827586207

# code
print(1@"
80,"# code
for e in range(135, 136, 1) :
	print(e - 197)
	x = 94 / 108
	print(e)
	e = 109 / 239
v = 232
i = (162 + 145)
s = v + 107
v = i % v
v = (v / 185)
print(v)
# output
# -62
# 135
# 0.40540540540540543","# -62
# 135
# 0.005405405405405406

# code
print(1 * @"
81,"# code
print(209)
if  5 > 192 :
	a = 6 / 250
	a = 129 / 228
	print(a)
	a = 207 - 139
	r = 163
print(174)
g = 8 - 3
g = (g / 76)*(194 - g)
print(g * g)
# output
# 209
# 174
# 154.6095914127424","# 209
# 174
# 11236.0

# code
print(1 * 1)
print(1 @"
82,"# code
s = (7 / 33)
print(s)
s = 174 + s
for w in range(51, 54) :
	w = (108 / 47)
	w = s / s
	print(s)
	s = s % 37
print(s + 127)
# output
# 0.21212121212121213
# 174.21212121212122
# 26.212121212121218
# 26.212121212121218
# 153.21212121212122","# 0.21212121212121213
# 174.21212121212122
# 174.21212121212122
# 174.21212121212122
# 127.21212121212122

# code
print(1 - 1@"
83,"# code
print(198)
f = 171
while f > 166 :
	f = f - 2
	c = (f - 143)
	if not c >= 212 :
		print(c)
print(f % 3)
# output
# 198
# 26
# 24
# 22
# 0","# 198
# 26
# 24
# 22
# 1

# code
print(1 * 1@"
84,"# code
if 3 != 7 :
	y = 4 * 146
	print(y * y)
elif not 1 <= 1 :
	print(47)
	print(1 - 109)
print(157)
print(33)
# output
# 341056
# 157
# 33","# 25600
# 157
# 33

# code
print(1 * 1)@"
85,"# code
print(109)
r = (103 + 97)-(1 / 1)
print(r)
r = (r / 191)
for t in range(181, 182) :
	q = (122 - t)
	e = 127
print(r)
# output
# 109
# 199.0
# 1.0418848167539267","# 109
# 192.0
# 0.9057591623036649

# code
print(1 * 1@"
86,"# code
if 2 > 212 :
	j = (6 % 251)%(208 + 14)
	print(j / j)
	print(j)
	j = j - 52
i = 238
while i > 233 :
	i = i - 2
	h = 103
b = 51 + 127
print(b - 233)
# output
# -55","# -65

# code
print(1 * 1@"
87,"# code
print(204)
for v in range(236, 237) :
	print(v)
	f = 240
if not v != 98 :
	print(v - 41)
	l = 72
	v = (241 * 41)*(v + l)
t = 137
t = v + t
print(t * 215)
# output
# 204
# 236
# 80195","# 204
# 236
# 70095

# code
print(1 * 1@"
88,"# code
k = 146
if k > k :
	x = 45
k = 87 + k
t = 26
while t > 23 :
	t = t - 2
	print(k)
	k = (230 + k)%(k + 168)%(k / 194)*(k / 9)+(243 % 35)-(220 % k)
print(t)
# output
# 233
# -167.65005727376854
# 22","# 233
# 12.0
# 22

# code
print(1 * 1)
print(1 * 1)
@"
89,"# code
s = 198
while s <= 201 :
	s = s + 2
	print(s - 100)
	u = 202
print(s / s)
d = (s + 247)*(s / s)
b = 249
g = 34
s = 87 / 220
print(d + b)
# output
# 100
# 102
# 1.0
# 698.0","# 100
# 102
# 1.0
# 640.0

# code
print(1 * 1@"
90,"# code
b = 165
print(b)
for m in range(104, 107, 2) :
	a = 136
	b = (b + b)
print(b)
# output
# 165
# 660","# 165
# 600

# code
print(1 * 1@"
91,"# code
for v in range(178, 179, 1) :
	if v >= v :
		print(v / v)
if v != 21 :
	v = (189 / v)
	c = (v / 234)%(v % 192)
print(v)
# output
# 1.0
# 1.0617977528089888","# 1.0
# 1.0670103092783505

# code
print(1 * 1@"
92,"# code
print(187)
v = 55
print(v - 134)
q = 186 % 57
n = 232
d = 75 % v
w = 61
while w < 66 :
	w = w + 2
	print(q)
print(n)
# output
# 187
# -79
# 15
# 15
# 15
# 232","# 187
# -79
# 13
# 13
# 13
# 232

# code
print(1 * 1@"
