,example,all-generated-output
37,"# code
e = 3 - 8
print(e)
print(e)
e = (169 % e)%(65 - e)
if e < e :
	e = e / 62
	r = 61
print(e)
# output
# -5
# -5
# 69","# -5
# -5
# -1

# code
if  1 > 1 :@"
38,"# code
if 3 == 4 :
	o = 155
elif  5 == 67 :
	j = 131
	print(j)
print(16)
s = (8 + 162)-(5 + 8)+(32 - 2)
s = (55 % 7)/(11 * 190)
print(s)
print(s)
# output
# 16
# 0.0028708133971291866
# 0.0028708133971291866","# 16
# 0.0010526315789473684
# 0.0010526315789473684

# code
if  1 >= 1 @"
39,"# code
for n in range(135, 138, 2) :
	n = (n - n)/(n - 96)
	n = 8 / 181
	n = 99
print(n)
n = 157 + 71
n = (n / 119)
x = 211
if n >= n :
	print(n)
print(n)
# output
# 99
# 1.915966386554622
# 1.915966386554622","# 99
# 1.8235294117647058
# 1.8235294117647058

# code
if not 1 @"
40,"# code
q = 252
while q > 247 :
	q = q - 3
	print(q)
	if q == 197 :
		p = 42
		p = 223 + 113
t = 131 + 2
t = (t + t)%(245 / 56)
f = t * 135
print(t)
# output
# 249
# 246
# 3.5","# 249
# 246
# 2.25

# code
if  1 >= 1@"
41,"# code
p = 6 / 133
for k in range(237, 238) :
	k = 125 - k
	if k < 30 :
		i = (109 / 175)*(p % 228)+(p * k)
		h = 52
		m = 223
f = k + 210
if k < 124 :
	s = 55
print(f)
# output
# 98","# 105

# code
if not 1 <@"
42,"# code
for t in range(29, 34) :
	g = 55
	j = (t % t)
	print(t)
	if j < 140 :
		a = 210
if t >= t :
	t = (t % 198)+(t - 17)
	v = 149
	l = 129
print(t)
# output
# 29
# 30
# 31
# 32
# 33
# 49","# 29
# 30
# 31
# 32
# 33
# 50

# code
if not 1 <=@"
43,"# code
y = (9 % 164)-(152 / 7)-(2 - 2)
h = 245
while h <= 250 :
	h = h + 2
	q = 68
	if not y <= q :
		b = 82
		s = b / 56
print(y)
# output
# -12.714285714285715","# -18.0

# code
if  1 > 1 :
	print(197)
	@"
44,"# code
print(76)
v = (68 - 8)
if  v <= v :
	print(v)
	v = (v / v)
	v = 151 / v
	print(v)
	print(v)
for x in range(227, 228, 1) :
	x = x / 44
print(x)
# output
# 76
# 60
# 151.0
# 151.0
# 5.159090909090909","# 76
# 60
# 151.0
# 151.0
# 5.068181818181818

# code
if not 1 <=@"
45,"# code
h = 6
if not h == 54 :
	z = 66
h = (h - h)
w = 175
print(w)
c = 121
while c <= 126 :
	c = c + 2
	w = w - 246
print(w)
# output
# 175
# -563","# 175
# -481

# code
if not 1 <=@"
46,"# code
t = 220
while t >= 215 :
	t = t - 2
	print(t)
	print(t)
print(t)
if not t > t :
	u = 179
o = (t % 26)+(t / t)
print(o)
print(o)
# output
# 218
# 218
# 216
# 216
# 214
# 214
# 214
# 7.0
# 7.0","# 218
# 218
# 216
# 216
# 214
# 214
# 214
# 15.0
# 15.0

# code
if not 1 @"
47,"# code
p = 18
while p > 13 :
	p = p - 3
	y = 95
	o = 84
p = 47 * p
if p != p :
	p = (p - p)
h = 121
z = 161
print(p)
# output
# 564","# 554

# code
if not 1 <=@"
48,"# code
if not 1 <= 232 :
	print(189)
	q = 2 - 167
e = 42 / 221
q = 236
while q < 237 :
	q = q + 1
	if q <= e :
		e = 125 % 253
		e = (e % 230)
print(e)
# output
# 0.19004524886877827","# 0.1895927601809955

# code
if  1 >= 1 :@"
49,"# code
print(194)
print(25)
z = 107
q = 190
while q > 185 :
	q = q - 2
	z = (q / q)/(z % 177)/(z - 35)-(q - q)
	o = z + z
	print(z)
	k = 4
print(z)
# output
# 194
# 25
# 0.00012980269989615784
# -220.1151020438438
# -2.9277382035370662e-05
# -2.9277382035370662e-05","# 194
# 25
# 0.00020080321285140563
# 0.00020080321285140563
# 0.00020080321285140563
# 0.00020080321285140563

# code
if  1 > 1@"
50,"# code
if 1 > 2 :
	q = 59
	q = (q / 123)%(149 + 48)
	print(q)
	q = 0 % 148
z = (1 * 3)-(201 - 4)
print(z)
if  z != 178 :
	l = 179
	m = 124
print(z)
# output
# -194
# -194","# -195
# -195

# code
if  1 >= 1 @"
51,"# code
print(139)
o = 33
while o < 34 :
	o = o + 2
	u = 119
j = o / 201
print(o)
o = o / 159
if  j > 192 :
	i = (o + j)
print(j)
# output
# 139
# 35
# 0.17412935323383086","# 139
# 35
# 0.17412935323383085

# code
if  1 >= 1 @"
52,"# code
v = (9 * 2)/(3 * 4)*(66 % 242)
print(v)
v = 210 % 60
q = 136
p = 231
while p <= 236 :
	p = p + 3
	print(p)
	if v < p :
		q = (v - v)/(85 + 111)
print(q)
# output
# 99.0
# 234
# 237
# 0.0","# 128.0
# 234
# 237
# 0.0

# code
if not 1 <@"
53,"# code
i = 210
while i > 207 :
	i = i - 2
	print(i)
	print(i)
	d = 240 + 170
if i >= i :
	i = (255 + 63)+(254 / i)
i = i + 139
print(i)
print(i)
# output
# 208
# 208
# 206
# 206
# 458.2330097087379
# 458.2330097087379","# 208
# 208
# 206
# 206
# 451.23300970873785
# 451.23300970873785

# code
if not 1 @"
54,"# code
a = 5 - 125
a = 58 / a
b = 103
while b <= 108 :
	b = b + 2
	s = 129
	print(a)
	x = 122
b = (b - 244)-(11 - a)
print(b)
# output
# -0.48333333333333334
# -0.48333333333333334
# -0.48333333333333334
# -146.48333333333332","# -0.47619047619047616
# -0.47619047619047616
# -0.47619047619047616
# -248.47619047619048

# code
if  1 >= 1 @"
55,"# code
for b in range(207, 208, 2) :
	p = 142
	p = 169 + 36
	print(b)
print(b)
if  b > 183 :
	x = 69
	x = (b / 108)+(111 - 186)
	x = (25 / 102)%(168 - b)
	print(x)
print(b)
# output
# 207
# 207
# -38.754901960784316
# 207","# 207
# 207
# -38.75490196078431
# 207

# code
if not 1 <= @"
56,"# code
l = 1 * 0
s = 205
while s <= 206 :
	s = s + 2
	print(s)
d = 13
s = (229 / 177)-(185 / 143)
print(l)
n = (d - 62)%(44 - d)+(s * d)-(s - l)*(s % 98)-(207 - s)
print(s)
# output
# 207
# 0
# 7.901702816948131e-05","# 207
# 0
# 0.07002824858757063

# code
if  1 >= 1 :
@"
57,"# code
o = 252
while o < 255 :
	o = o + 2
	e = 69 % 24
	m = 227
	v = 161
	m = 182 / m
e = o % 254
o = 9
e = (e / 59)%(160 * e)-(28 / o)*(5 * o)
print(e)
# output
# -139.96610169491527","# -111.0

# code
if not 1 <= 1 :
	print(1@"
58,"# code
s = (233 / 16)+(1 + 43)-(1 * 2)-(6 + 4)
w = 216
e = 219
while e < 220 :
	e = e + 2
	o = 130
	h = 247
print(s)
# output
# 46.5625","# 56.1875

# code
if  1 >= 1 @"
59,"# code
for b in range(185, 186) :
	print(b)
	print(b)
print(b)
h = 53
print(b)
h = (b - 153)-(197 + h)+(37 - h)/(h + b)
v = 61
print(h)
# output
# 185
# 185
# 185
# 185
# -218.0672268907563","# 185
# 185
# 185
# 185
# -200.84895833333334

# code
if not 1 <@"
60,"# code
r = (8 * 5)
d = 255 % 20
i = 76 / 177
print(i)
p = 150
s = 204
if p > 154 :
	w = 112
print(p)
# output
# 0.4293785310734463
# 150","# 0.423728813559322
# 150

# code
if not 1 <= @"
61,"# code
j = (8 % 3)-(4 / 37)+(1 * 232)
y = 239
if y >= 70 :
	print(j)
elif y < 171 :
	print(y)
j = (y + j)/(30 - j)*(169 / y)
j = 219 % 228
j = (y / y)*(8 - j)%(64 % 14)
print(j)
print(j)
# output
# 233.8918918918919
# 5.0
# 5.0","# 232.13513513513513
# 0.0
# 0.0

# code
if  1 >= 1@"
62,"# code
y = 39
o = 150
while o >= 147 :
	o = o - 2
	y = (y / 157)
	u = 21
a = 55 / 166
y = 118 * a
print(a)
# output
# 0.3313253012048193","# 0.3253012048192771

# code
if not 1 <=@"
63,"# code
q = 146
while q < 147 :
	q = q + 1
	a = 227
q = (191 - q)%(q * 165)
q = q - 118
print(q)
# output
# -74","# -87

# code
if not 1 <=@"
64,"# code
n = 209
while n >= 208 :
	n = n - 1
	if n != 46 :
		print(n)
		j = (189 + 172)-(n % n)+(201 - n)+(38 / 55)%(255 / 225)*(n / 98)*(165 * n)/(3 * 138)
n = (n % 62)%(242 + n)-(n - 102)-(n * 0)/(n % 222)
a = (25 / n)
if  n < 20 :
	t = 146
print(a)
# output
# 208
# 207
# -0.2976190476190476","# 208
# 207
# -0.125

# code
if not 1 <= 1 :
	print(1@"
65,"# code
j = 146
while j < 147 :
	j = j + 1
	q = j - 11
g = j / 34
j = j % 149
print(g)
k = 167 - 210
o = 76
print(g)
# output
# 4.323529411764706
# 4.323529411764706","# 4.235294117647059
# 4.235294117647059

# code
if not 1 <=@"
66,"# code
for t in range(152, 157, 2) :
	n = 50
	s = (t * 202)/(n * 111)-(t % 144)-(69 / t)+(n / 25)-(n / t)
	print(s)
o = 192
print(t)
# output
# -1.2506424845898527
# -3.1676822276822287
# -5.084982674982675
# 156","# 10.726744186046512
# 12.742774566473989
# 14.76744186046512
# 156

# code
if not 1 <= 1 @"
67,"# code
a = 4 + 1
for r in range(199, 204, 2) :
	r = (r - a)
	w = (193 / a)+(a % 70)
if  a == a :
	a = (57 + 64)
	m = 9 * 6
	a = (221 % m)
	print(a)
r = (r + 122)
print(a)
# output
# 5
# 5","# 1
# 1

# code
if  1 >= 1 @"
68,"# code
d = 44 / 4
y = 178 - d
if not y > d :
	h = 167
	d = d % 14
	print(h)
	z = 195
print(d)
print(d)
print(y)
print(y)
# output
# 11.0
# 11.0
# 167.0
# 167.0","# 167
# 10.0
# 10.0
# 177.0
# 177.0

# code
if no@"
69,"# code
print(139)
n = (49 / 23)/(21 % 52)
d = 70
while d >= 65 :
	d = d - 2
	print(d)
print(n)
# output
# 139
# 68
# 66
# 64
# 0.10144927536231885","# 139
# 68
# 66
# 64
# 0.09523809523809523

# code
if not 1 <=@"
70,"# code
v = (255 - 43)-(104 / 6)%(1 / 2)+(1 * 1)
for f in range(92, 97, 3) :
	g = 84
	v = 42 + 56
	if f <= g :
		g = 116 / 117
		print(f)
		g = (g - v)
		q = f % g
		f = v - 230
print(v)
# output
# 98","# 92
# 95
# 98

# code
i@"
71,"# code
a = (2 + 222)+(188 % 7)/(20 + 113)
r = 65
while r > 62 :
	r = r - 2
	print(a)
print(a)
# output
# 224.04511278195488
# 224.04511278195488
# 224.04511278195488","# 224.0232558139535
# 224.0232558139535
# 224.0232558139535

# code
if  1 > 1 :
	p@"
72,"# code
i = 225 / 4
i = (i % i)-(130 / i)
t = 71
while t > 66 :
	t = t - 3
	r = 130
	if i == 146 :
		i = (146 % i)%(t % r)/(i / 198)
		u = (i / t)*(238 / 128)%(4 - t)
t = 250 + 10
print(i)
# output
# -2.311111111111111","# -1.0888888888888888

# code
if  1 > 1 @"
73,"# code
e = 197
print(e)
for s in range(222, 227, 3) :
	if not e < 76 :
		print(e)
		print(s)
		e = (245 - e)%(e - s)
print(s)
# output
# 197
# 197
# 222
# 225","# 197
# 197
# 222
# -1
# 225
# 225

# code
@"
74,"# code
r = 207
if r < r :
	print(r)
	print(r)
c = (173 / 255)-(170 * 228)/(141 + r)-(237 % r)-(r / r)
for n in range(132, 133, 2) :
	print(n)
print(c)
# output
# 132
# -141.7008789722786","# 132
# -281.0996062992126

# code
if  1 >= 1 @"
75,"# code
for r in range(239, 244) :
	r = 72 / r
if r == r :
	z = 214
	v = 197
t = 76
r = r % 42
t = (27 + t)
t = (152 - 107)%(r % t)%(143 / 12)*(120 + r)
y = 174
print(r)
# output
# 0.2962962962962963","# 0.29218106995884774

# code
if  1 >= 1@"
76,"# code
print(228)
for b in range(188, 189) :
	b = 238 % b
b = (193 + b)/(41 * 243)
if  b >= b :
	g = 233
print(b)
y = (79 % b)*(b % b)%(15 - b)+(b - 87)/(161 / 210)
print(b)
# output
# 228
# 0.024390243902439025
# 0.024390243902439025","# 228
# 0.02066115702479339
# 0.02066115702479339

# code
if not 1 <= 1@"
77,"# code
a = 47
while a <= 52 :
	a = a + 2
	l = 175 / 90
	x = (l * a)
q = 193
print(a)
q = (a / 16)-(q + a)
g = 213
print(q)
# output
# 53
# -242.6875","# 53
# -244.0625

# code
if not 1 <=@"
78,"# code
j = 61
o = (52 + 252)
j = 19 + j
if not j == 41 :
	s = 7
	n = 140
print(j)
# output
# 80","# 70

# code
if not 1 <=@"
79,"# code
print(217)
print(61)
z = (2 % 62)
print(z)
z = (138 % 47)-(239 - z)+(z / 51)
print(z)
# output
# 217
# 61
# 2
# -192.9607843137255","# 217
# 61
# 2
# -212.9607843137255

# code
if  1 >= 1 @"
80,"# code
for w in range(82, 87, 2) :
	if w != w :
		print(w)
		r = 105
		print(r)
		y = 87
	w = (w - w)%(68 % w)
v = (209 - w)-(240 + 195)/(w + 22)
print(v)
# output
# 189.22727272727272","# 196.0

# code
if not 1 <= 1 :
	print(1@"
81,"# code
k = 110
i = 118
print(k)
if not i != 235 :
	k = i / i
m = (i * 171)/(k % 198)
print(k)
s = (211 % k)
if m > k :
	print(m)
print(s)
# output
# 110
# 110
# 183.43636363636364
# 101","# 110
# 110
# 111

# code
if  1 > 1 :
	print(197)
	print(1@"
82,"# code
if 3 > 1 :
	s = 12
	print(s)
print(84)
m = (2 * 247)+(9 / 2)/(1 / 111)-(1 / 9)%(1 / 138)%(100 / 3)
q = 252
while q > 249 :
	q = q - 2
	print(m)
print(m)
# output
# 12
# 84
# 993.4975845410628
# 993.4975845410628
# 993.4975845410628","# 12
# 84
# 994.0000000000001
# 994.0000000000001
# 994.0000000000001

# code
if  1 > 1 :@"
83,"# code
print(42)
y = 5 + 29
m = 67 - y
print(m)
if  y > 109 :
	n = 169 % 4
print(y)
for f in range(14, 15) :
	m = (m / f)
	print(y)
print(m)
# output
# 42
# 33
# 34
# 34
# 2.357142857142857","# 42
# 37
# 34
# 34
# 2.357142857142857

# code
if not 1 <=@"
84,"# code
for o in range(92, 97, 2) :
	a = 195
	r = 7 + o
	r = r + 240
s = 236
i = (226 / s)%(26 - 173)
print(i)
if not o >= 223 :
	q = 46
	b = 170 + 239
print(o)
# output
# -146.04237288135593
# 96","# -146.05084745762713
# 96

# code
if not 1 <=@"
85,"# code
q = 182
while q <= 183 :
	q = q + 2
	l = q / 43
	i = 96
	f = (l - i)/(120 * i)/(l * l)
q = 7 - q
q = 126 + q
if  q > q :
	j = q % 174
print(q)
# output
# -51","# -54

# code
if not 1 <=@"
86,"# code
j = 82 + 148
j = 246 - 136
n = 42
for v in range(210, 215) :
	print(j)
	n = 17 % v
	j = 65 / 219
print(j)
# output
# 110
# 0.2968036529680365
# 0.2968036529680365
# 0.2968036529680365
# 0.2968036529680365
# 0.2968036529680365","# 110
# 0.2925764192139738
# 0.2925764192139738
# 0.2925764192139738
# 0.2925764192139738
# 0.2925764192139738

# code
if  1 >= 1 @"
87,"# code
i = (1 / 3)*(80 - 8)
i = i / i
i = 127 - i
for q in range(106, 111) :
	q = q - i
print(q)
# output
# -16.0","# -11.0

# code
if not 1 <=@"
88,"# code
p = (4 * 2)
if not p <= p :
	p = (p - 231)
p = (69 - p)*(118 / p)%(180 * 144)-(206 % p)
j = 59
x = 248
while x > 243 :
	x = x - 3
	print(p)
x = 160 - j
print(j)
# output
# 893.75
# 893.75
# 59","# 104.0
# 104.0
# 59

# code
if not 1 <= 1@"
89,"# code
m = 90
j = 60
while j <= 63 :
	j = j + 2
	h = 151
	m = (217 + j)
	m = (244 - m)
if not m == m :
	t = 4
print(m)
# output
# -37","# -11

# code
if not 1 <=@"
90,"# code
w = 127 / 137
w = (71 - 236)%(158 * w)/(218 + 61)
if not w > w :
	print(w)
	z = 66
if w > w :
	w = (w % w)/(w / 233)
	print(w)
print(w)
print(w)
# output
# 0.45854590168223314
# 0.45854590168223314
# 0.45854590168223314","# 0.07142857142857142
# 0.07142857142857142
# 0.07142857142857142

# code
if not 1 <=@"
91,"# code
print(123)
z = 165
w = 80
while w < 81 :
	w = w + 1
	print(w)
	if w >= w :
		z = (37 / z)*(222 - 179)-(130 - 213)
		print(z)
w = 205 / w
print(z)
# output
# 123
# 81
# 92.64242424242424
# 92.64242424242424","# 123
# 81
# 72.0
# 72.0

# code
if  1 >= 1 :
	print(145)
	print(100)
@"
92,"# code
t = 4 * 8
if t <= t :
	f = (t % t)
t = (69 - t)
t = (117 - t)
c = 16
if not t <= t :
	t = (t % 40)
	c = (t + t)-(98 + c)
c = (56 % 209)/(t + 193)
print(t)
# output
# 80","# 79

# code
if  1 > 1 :@"
93,"# code
e = 122 / 149
b = 222
while b <= 227 :
	b = b + 3
	print(e)
	print(e)
print(b)
# output
# 0.8187919463087249
# 0.8187919463087249
# 0.8187919463087249
# 0.8187919463087249
# 228","# 0.825503355704698
# 0.825503355704698
# 0.825503355704698
# 0.825503355704698
# 228

# code
if  1 > 1 :
	pr@"
94,"# code
m = (177 - 38)-(1 * 130)%(5 - 30)
r = 214
while r <= 219 :
	r = r + 3
	g = 165
print(m)
# output
# 159","# 139

# code
if  1 > 1 :@"
95,"# code
c = 100
c = c - 164
if not c >= 118 :
	c = (c + 164)
	j = (231 + c)
print(c)
# output
# 100","# 92

# code
if not 1 <= @"
96,"# code
print(130)
for f in range(150, 151) :
	if not f != 145 :
		c = (f - 109)
		print(f)
		l = (c + c)
m = (114 + 93)-(200 % 180)+(77 / f)%(140 + 93)-(f + f)
print(m)
# output
# 130
# -112.48666666666668","# 130
# -150.51333333333333

# code
if not 1 <=@"
97,"# code
f = 1 - 82
f = f / 147
v = 175
while v < 180 :
	v = v + 2
	if  f == 183 :
		f = (v % 238)/(218 - 3)*(f * 233)
		f = 69
		f = (195 - 221)/(213 % 181)
		f = (246 + 67)
print(f)
# output
# -0.5510204081632653","# -0.5442176870748299

# code
if not 1 <=@"
