Generated 0       programs,  absolute time: 0:00:00.018161,  relative time: 0:00:00.018161
Generated 110000  programs,  absolute time: 0:03:21.882736,  relative time: 0:00:00.000483
Generated 110000  programs,  absolute time: 0:03:21.883205,  relative time: 0:00:00.000469
Generated 110000  programs,  absolute time: 0:03:21.883657,  relative time: 0:00:00.000452
Generated 110000  programs,  absolute time: 0:03:21.884116,  relative time: 0:00:00.000459
Generated 110000  programs,  absolute time: 0:03:21.884535,  relative time: 0:00:00.000419
Generated 110000  programs,  absolute time: 0:03:21.885002,  relative time: 0:00:00.000467
Generated 110000  programs,  absolute time: 0:03:21.885450,  relative time: 0:00:00.000448
Generated 110000  programs,  absolute time: 0:03:21.885921,  relative time: 0:00:00.000471
Generated 110000  programs,  absolute time: 0:03:21.886403,  relative time: 0:00:00.000482
Generated 110000  programs,  absolute time: 0:03:21.886861,  relative time: 0:00:00.000458
Generated 120000  programs,  absolute time: 0:03:40.312868,  relative time: 0:00:18.426007
Generated 120000  programs,  absolute time: 0:03:40.313297,  relative time: 0:00:00.000429
Generated 120000  programs,  absolute time: 0:03:40.313753,  relative time: 0:00:00.000456
Generated 120000  programs,  absolute time: 0:03:40.314212,  relative time: 0:00:00.000459
Generated 120000  programs,  absolute time: 0:03:40.314851,  relative time: 0:00:00.000639
Generated 120000  programs,  absolute time: 0:03:40.315305,  relative time: 0:00:00.000454
Generated 120000  programs,  absolute time: 0:03:40.315777,  relative time: 0:00:00.000472
Generated 120000  programs,  absolute time: 0:03:40.316217,  relative time: 0:00:00.000440
Generated 130000  programs,  absolute time: 0:03:58.642491,  relative time: 0:00:18.326274
Generated 140000  programs,  absolute time: 0:04:17.197643,  relative time: 0:00:18.555152
Generated 140000  programs,  absolute time: 0:04:17.198148,  relative time: 0:00:00.000505
Generated 140000  programs,  absolute time: 0:04:17.198833,  relative time: 0:00:00.000685
Generated 140000  programs,  absolute time: 0:04:17.199294,  relative time: 0:00:00.000461
Generated 140000  programs,  absolute time: 0:04:17.199736,  relative time: 0:00:00.000442
Generated 140000  programs,  absolute time: 0:04:17.200220,  relative time: 0:00:00.000484
Generated 140000  programs,  absolute time: 0:04:17.200678,  relative time: 0:00:00.000458
Generated 150000  programs,  absolute time: 0:04:35.662946,  relative time: 0:00:18.462268
Generated 160000  programs,  absolute time: 0:04:54.023540,  relative time: 0:00:18.360594
Generated 160000  programs,  absolute time: 0:04:54.024026,  relative time: 0:00:00.000486
Generated 170000  programs,  absolute time: 0:05:12.405461,  relative time: 0:00:18.381435
Generated 180000  programs,  absolute time: 0:05:31.003712,  relative time: 0:00:18.598251
Generated 190000  programs,  absolute time: 0:05:49.609246,  relative time: 0:00:18.605534
Generated 200000  programs,  absolute time: 0:06:08.238540,  relative time: 0:00:18.629294
Generated 200000  programs,  absolute time: 0:06:08.239009,  relative time: 0:00:00.000469
Generated 200000  programs,  absolute time: 0:06:08.239337,  relative time: 0:00:00.000328
Generated 200000  programs,  absolute time: 0:06:08.239809,  relative time: 0:00:00.000472
Generated 200000  programs,  absolute time: 0:06:08.240291,  relative time: 0:00:00.000482
Generated 200000  programs,  absolute time: 0:06:08.240753,  relative time: 0:00:00.000462
Generated 200000  programs,  absolute time: 0:06:08.241267,  relative time: 0:00:00.000514
Generated 200000  programs,  absolute time: 0:06:08.241729,  relative time: 0:00:00.000462
Generated 200000  programs,  absolute time: 0:06:08.242196,  relative time: 0:00:00.000467
Generated 200000  programs,  absolute time: 0:06:08.242693,  relative time: 0:00:00.000497
Generated 210000  programs,  absolute time: 0:06:26.681666,  relative time: 0:00:18.438973
Generated 210000  programs,  absolute time: 0:06:26.682154,  relative time: 0:00:00.000488
Generated 210000  programs,  absolute time: 0:06:26.682617,  relative time: 0:00:00.000463
Generated 210000  programs,  absolute time: 0:06:26.683109,  relative time: 0:00:00.000492
Generated 210000  programs,  absolute time: 0:06:26.683755,  relative time: 0:00:00.000646
Generated 220000  programs,  absolute time: 0:06:44.843681,  relative time: 0:00:18.159926
Generated 220000  programs,  absolute time: 0:06:44.844135,  relative time: 0:00:00.000454
Generated 220000  programs,  absolute time: 0:06:44.844586,  relative time: 0:00:00.000451
Generated 220000  programs,  absolute time: 0:06:44.845062,  relative time: 0:00:00.000476
Generated 220000  programs,  absolute time: 0:06:44.845531,  relative time: 0:00:00.000469
Generated 220000  programs,  absolute time: 0:06:44.845999,  relative time: 0:00:00.000468
Generated 220000  programs,  absolute time: 0:06:44.846502,  relative time: 0:00:00.000503
Generated 220000  programs,  absolute time: 0:06:44.846963,  relative time: 0:00:00.000461
Generated 220000  programs,  absolute time: 0:06:44.847431,  relative time: 0:00:00.000468
Generated 220000  programs,  absolute time: 0:06:44.847945,  relative time: 0:00:00.000514
Generated 220000  programs,  absolute time: 0:06:44.848353,  relative time: 0:00:00.000408
Generated 230000  programs,  absolute time: 0:07:03.219584,  relative time: 0:00:18.371231
Generated 230000  programs,  absolute time: 0:07:03.220101,  relative time: 0:00:00.000517
Generated 240000  programs,  absolute time: 0:07:21.576869,  relative time: 0:00:18.356768
Generated 250000  programs,  absolute time: 0:07:40.020625,  relative time: 0:00:18.443756
Generated 250000  programs,  absolute time: 0:07:40.021154,  relative time: 0:00:00.000529
Generated 250000  programs,  absolute time: 0:07:40.021626,  relative time: 0:00:00.000472
Generated 250000  programs,  absolute time: 0:07:40.022118,  relative time: 0:00:00.000492
Generated 250000  programs,  absolute time: 0:07:40.022608,  relative time: 0:00:00.000490
Generated 250000  programs,  absolute time: 0:07:40.023064,  relative time: 0:00:00.000456
Generated 250000  programs,  absolute time: 0:07:40.023504,  relative time: 0:00:00.000440
Generated 260000  programs,  absolute time: 0:07:58.312012,  relative time: 0:00:18.288508
Generated 260000  programs,  absolute time: 0:07:58.312507,  relative time: 0:00:00.000495
Generated 260000  programs,  absolute time: 0:07:58.312904,  relative time: 0:00:00.000397
Generated 260000  programs,  absolute time: 0:07:58.313333,  relative time: 0:00:00.000429
Generated 260000  programs,  absolute time: 0:07:58.313816,  relative time: 0:00:00.000483
Generated 260000  programs,  absolute time: 0:07:58.314323,  relative time: 0:00:00.000507
Generated 270000  programs,  absolute time: 0:08:16.793891,  relative time: 0:00:18.479568
Generated 270000  programs,  absolute time: 0:08:16.794378,  relative time: 0:00:00.000487
Generated 280000  programs,  absolute time: 0:08:35.327977,  relative time: 0:00:18.533599
Generated 280000  programs,  absolute time: 0:08:35.328488,  relative time: 0:00:00.000511
Generated 280000  programs,  absolute time: 0:08:35.328956,  relative time: 0:00:00.000468
Generated 280000  programs,  absolute time: 0:08:35.329414,  relative time: 0:00:00.000458
Generated 280000  programs,  absolute time: 0:08:35.329872,  relative time: 0:00:00.000458
Generated 280000  programs,  absolute time: 0:08:35.330351,  relative time: 0:00:00.000479
Generated 280000  programs,  absolute time: 0:08:35.330805,  relative time: 0:00:00.000454
Generated 280000  programs,  absolute time: 0:08:35.331271,  relative time: 0:00:00.000466
Generated 280000  programs,  absolute time: 0:08:35.331743,  relative time: 0:00:00.000472
Generated 280000  programs,  absolute time: 0:08:35.332217,  relative time: 0:00:00.000474
Generated 280000  programs,  absolute time: 0:08:35.332673,  relative time: 0:00:00.000456
Generated 280000  programs,  absolute time: 0:08:35.333100,  relative time: 0:00:00.000427
Generated 280000  programs,  absolute time: 0:08:35.333566,  relative time: 0:00:00.000466
Generated 280000  programs,  absolute time: 0:08:35.334073,  relative time: 0:00:00.000507
Generated 280000  programs,  absolute time: 0:08:35.334528,  relative time: 0:00:00.000455
Generated 280000  programs,  absolute time: 0:08:35.335222,  relative time: 0:00:00.000694
Generated 290000  programs,  absolute time: 0:08:53.433639,  relative time: 0:00:18.098417
Generated 290000  programs,  absolute time: 0:08:53.434140,  relative time: 0:00:00.000501
Generated 290000  programs,  absolute time: 0:08:53.434592,  relative time: 0:00:00.000452
Generated 290000  programs,  absolute time: 0:08:53.435258,  relative time: 0:00:00.000666
Generated 290000  programs,  absolute time: 0:08:53.435705,  relative time: 0:00:00.000447
Generated 300000  programs,  absolute time: 0:09:11.934790,  relative time: 0:00:18.499085
Generated 300000  programs,  absolute time: 0:09:11.935287,  relative time: 0:00:00.000497
Generated 300000  programs,  absolute time: 0:09:11.935709,  relative time: 0:00:00.000422
Generated 310000  programs,  absolute time: 0:09:30.236186,  relative time: 0:00:18.300477
Generated 310000  programs,  absolute time: 0:09:30.236684,  relative time: 0:00:00.000498
Generated 310000  programs,  absolute time: 0:09:30.237122,  relative time: 0:00:00.000438
Generated 310000  programs,  absolute time: 0:09:30.237578,  relative time: 0:00:00.000456
Generated 310000  programs,  absolute time: 0:09:30.238071,  relative time: 0:00:00.000493
Generated 320000  programs,  absolute time: 0:09:48.556485,  relative time: 0:00:18.318414
Generated 320000  programs,  absolute time: 0:09:48.557013,  relative time: 0:00:00.000528
Generated 330000  programs,  absolute time: 0:10:06.765447,  relative time: 0:00:18.208434
Generated 340000  programs,  absolute time: 0:10:25.461563,  relative time: 0:00:18.696116
Generated 340000  programs,  absolute time: 0:10:25.462089,  relative time: 0:00:00.000526
Generated 340000  programs,  absolute time: 0:10:25.462562,  relative time: 0:00:00.000473
Generated 340000  programs,  absolute time: 0:10:25.463034,  relative time: 0:00:00.000472
Generated 350000  programs,  absolute time: 0:10:43.815992,  relative time: 0:00:18.352958
Generated 360000  programs,  absolute time: 0:11:02.227135,  relative time: 0:00:18.411143
Generated 360000  programs,  absolute time: 0:11:02.227660,  relative time: 0:00:00.000525
Generated 360000  programs,  absolute time: 0:11:02.228113,  relative time: 0:00:00.000453
Generated 360000  programs,  absolute time: 0:11:02.228597,  relative time: 0:00:00.000484
Generated 360000  programs,  absolute time: 0:11:02.229270,  relative time: 0:00:00.000673
Generated 370000  programs,  absolute time: 0:11:20.697516,  relative time: 0:00:18.468246
Generated 380000  programs,  absolute time: 0:11:39.172190,  relative time: 0:00:18.474674
Generated 380000  programs,  absolute time: 0:11:39.172685,  relative time: 0:00:00.000495
Generated 380000  programs,  absolute time: 0:11:39.173164,  relative time: 0:00:00.000479
Generated 380000  programs,  absolute time: 0:11:39.173611,  relative time: 0:00:00.000447
Generated 380000  programs,  absolute time: 0:11:39.174075,  relative time: 0:00:00.000464
Generated 380000  programs,  absolute time: 0:11:39.174529,  relative time: 0:00:00.000454
Generated 380000  programs,  absolute time: 0:11:39.175006,  relative time: 0:00:00.000477
Generated 380000  programs,  absolute time: 0:11:39.175488,  relative time: 0:00:00.000482
Generated 380000  programs,  absolute time: 0:11:39.175953,  relative time: 0:00:00.000465
Generated 380000  programs,  absolute time: 0:11:39.176404,  relative time: 0:00:00.000451
Generated 380000  programs,  absolute time: 0:11:39.176862,  relative time: 0:00:00.000458
Generated 380000  programs,  absolute time: 0:11:39.177555,  relative time: 0:00:00.000693
Generated 380000  programs,  absolute time: 0:11:39.178085,  relative time: 0:00:00.000530
Generated 380000  programs,  absolute time: 0:11:39.178531,  relative time: 0:00:00.000446
Generated 380000  programs,  absolute time: 0:11:39.179001,  relative time: 0:00:00.000470
Generated 380000  programs,  absolute time: 0:11:39.179484,  relative time: 0:00:00.000483
Generated 390000  programs,  absolute time: 0:11:57.464005,  relative time: 0:00:18.284521
Generated 390000  programs,  absolute time: 0:11:57.464459,  relative time: 0:00:00.000454
Generated 390000  programs,  absolute time: 0:11:57.464924,  relative time: 0:00:00.000465
Generated 400000  programs,  absolute time: 0:12:15.486608,  relative time: 0:00:18.021684
Generated 400000  programs,  absolute time: 0:12:15.487094,  relative time: 0:00:00.000486
Generated 400000  programs,  absolute time: 0:12:15.487537,  relative time: 0:00:00.000443
Generated 410000  programs,  absolute time: 0:12:33.565439,  relative time: 0:00:18.077902
Generated 410000  programs,  absolute time: 0:12:33.566223,  relative time: 0:00:00.000784
Generated 410000  programs,  absolute time: 0:12:33.566712,  relative time: 0:00:00.000489
Generated 410000  programs,  absolute time: 0:12:33.567183,  relative time: 0:00:00.000471
Generated 410000  programs,  absolute time: 0:12:33.567688,  relative time: 0:00:00.000505
Generated 410000  programs,  absolute time: 0:12:33.568158,  relative time: 0:00:00.000470
Generated 420000  programs,  absolute time: 0:12:51.914877,  relative time: 0:00:18.346719
Generated 420000  programs,  absolute time: 0:12:51.915223,  relative time: 0:00:00.000346
Generated 420000  programs,  absolute time: 0:12:51.915703,  relative time: 0:00:00.000480
Generated 430000  programs,  absolute time: 0:13:10.252058,  relative time: 0:00:18.336355
Generated 430000  programs,  absolute time: 0:13:10.252521,  relative time: 0:00:00.000463
Generated 440000  programs,  absolute time: 0:13:28.646767,  relative time: 0:00:18.394246
Generated 440000  programs,  absolute time: 0:13:28.647140,  relative time: 0:00:00.000373
Generated 440000  programs,  absolute time: 0:13:28.647616,  relative time: 0:00:00.000476
Generated 440000  programs,  absolute time: 0:13:28.648140,  relative time: 0:00:00.000524
Generated 440000  programs,  absolute time: 0:13:28.648603,  relative time: 0:00:00.000463
Generated 450000  programs,  absolute time: 0:13:47.323011,  relative time: 0:00:18.674408
Generated 450000  programs,  absolute time: 0:13:47.323459,  relative time: 0:00:00.000448
Generated 450000  programs,  absolute time: 0:13:47.323948,  relative time: 0:00:00.000489
Generated 460000  programs,  absolute time: 0:14:05.548349,  relative time: 0:00:18.224401
Generated 470000  programs,  absolute time: 0:14:23.941708,  relative time: 0:00:18.393359
Generated 470000  programs,  absolute time: 0:14:23.942210,  relative time: 0:00:00.000502
Generated 470000  programs,  absolute time: 0:14:23.942671,  relative time: 0:00:00.000461
Generated 470000  programs,  absolute time: 0:14:23.943341,  relative time: 0:00:00.000670
Generated 470000  programs,  absolute time: 0:14:23.943794,  relative time: 0:00:00.000453
Generated 470000  programs,  absolute time: 0:14:23.944321,  relative time: 0:00:00.000527
Generated 470000  programs,  absolute time: 0:14:23.945006,  relative time: 0:00:00.000685
Generated 480000  programs,  absolute time: 0:14:42.186675,  relative time: 0:00:18.241669
Generated 480000  programs,  absolute time: 0:14:42.187173,  relative time: 0:00:00.000498
Generated 480000  programs,  absolute time: 0:14:42.187637,  relative time: 0:00:00.000464
Generated 480000  programs,  absolute time: 0:14:42.188144,  relative time: 0:00:00.000507
Generated 490000  programs,  absolute time: 0:15:00.449097,  relative time: 0:00:18.260953
Generated 490000  programs,  absolute time: 0:15:00.449879,  relative time: 0:00:00.000782
Generated 490000  programs,  absolute time: 0:15:00.450353,  relative time: 0:00:00.000474
Generated 490000  programs,  absolute time: 0:15:00.450816,  relative time: 0:00:00.000463
Generated 490000  programs,  absolute time: 0:15:00.451289,  relative time: 0:00:00.000473
Generated 490000  programs,  absolute time: 0:15:00.451730,  relative time: 0:00:00.000441
Generated 490000  programs,  absolute time: 0:15:00.452180,  relative time: 0:00:00.000450
Generated 490000  programs,  absolute time: 0:15:00.452656,  relative time: 0:00:00.000476
Generated 500000  programs,  absolute time: 0:15:19.044378,  relative time: 0:00:18.591722
Generated 500000  programs,  absolute time: 0:15:19.044871,  relative time: 0:00:00.000493
Generated 500000  programs,  absolute time: 0:15:19.045348,  relative time: 0:00:00.000477
Generated 500000  programs,  absolute time: 0:15:19.045823,  relative time: 0:00:00.000475
Generated 500000  programs,  absolute time: 0:15:19.046463,  relative time: 0:00:00.000640
Generated 500000  programs,  absolute time: 0:15:19.046931,  relative time: 0:00:00.000468
Generated 510000  programs,  absolute time: 0:15:37.574298,  relative time: 0:00:18.527367
Generated 520000  programs,  absolute time: 0:15:55.974517,  relative time: 0:00:18.400219
Generated 530000  programs,  absolute time: 0:16:14.260602,  relative time: 0:00:18.286085
Generated 530000  programs,  absolute time: 0:16:14.261108,  relative time: 0:00:00.000506
Generated 530000  programs,  absolute time: 0:16:14.261611,  relative time: 0:00:00.000503
Generated 530000  programs,  absolute time: 0:16:14.262302,  relative time: 0:00:00.000691
Generated 540000  programs,  absolute time: 0:16:32.633519,  relative time: 0:00:18.371217
Generated 540000  programs,  absolute time: 0:16:32.634019,  relative time: 0:00:00.000500
Generated 540000  programs,  absolute time: 0:16:32.634483,  relative time: 0:00:00.000464
Generated 540000  programs,  absolute time: 0:16:32.634927,  relative time: 0:00:00.000444
Generated 540000  programs,  absolute time: 0:16:32.635382,  relative time: 0:00:00.000455
Generated 550000  programs,  absolute time: 0:16:51.107219,  relative time: 0:00:18.471837
Generated 550000  programs,  absolute time: 0:16:51.107691,  relative time: 0:00:00.000472
Generated 550000  programs,  absolute time: 0:16:51.108145,  relative time: 0:00:00.000454
Generated 560000  programs,  absolute time: 0:17:09.656460,  relative time: 0:00:18.548315
Generated 570000  programs,  absolute time: 0:17:28.125587,  relative time: 0:00:18.469127
Generated 570000  programs,  absolute time: 0:17:28.126094,  relative time: 0:00:00.000507
Generated 570000  programs,  absolute time: 0:17:28.126555,  relative time: 0:00:00.000461
Generated 570000  programs,  absolute time: 0:17:28.127006,  relative time: 0:00:00.000451
Generated 570000  programs,  absolute time: 0:17:28.127470,  relative time: 0:00:00.000464
Generated 570000  programs,  absolute time: 0:17:28.127949,  relative time: 0:00:00.000479
Generated 570000  programs,  absolute time: 0:17:28.128421,  relative time: 0:00:00.000472
Generated 570000  programs,  absolute time: 0:17:28.128885,  relative time: 0:00:00.000464
Generated 580000  programs,  absolute time: 0:17:46.382730,  relative time: 0:00:18.253845
Generated 580000  programs,  absolute time: 0:17:46.383223,  relative time: 0:00:00.000493
Generated 580000  programs,  absolute time: 0:17:46.383681,  relative time: 0:00:00.000458
Generated 580000  programs,  absolute time: 0:17:46.384076,  relative time: 0:00:00.000395
Generated 580000  programs,  absolute time: 0:17:46.384692,  relative time: 0:00:00.000616
Generated 590000  programs,  absolute time: 0:18:04.716216,  relative time: 0:00:18.331524
Generated 590000  programs,  absolute time: 0:18:04.716694,  relative time: 0:00:00.000478
Generated 600000  programs,  absolute time: 0:18:23.012230,  relative time: 0:00:18.295536
Generated 600000  programs,  absolute time: 0:18:23.012704,  relative time: 0:00:00.000474
Generated 600000  programs,  absolute time: 0:18:23.013134,  relative time: 0:00:00.000430
Generated 600000  programs,  absolute time: 0:18:23.013535,  relative time: 0:00:00.000401
Generated 600000  programs,  absolute time: 0:18:23.014022,  relative time: 0:00:00.000487
Generated 600000  programs,  absolute time: 0:18:23.014493,  relative time: 0:00:00.000471
Generated 610000  programs,  absolute time: 0:18:41.381390,  relative time: 0:00:18.366897
Generated 610000  programs,  absolute time: 0:18:41.381863,  relative time: 0:00:00.000473
Generated 610000  programs,  absolute time: 0:18:41.382393,  relative time: 0:00:00.000530
Generated 620000  programs,  absolute time: 0:18:59.620319,  relative time: 0:00:18.237926
Generated 620000  programs,  absolute time: 0:18:59.620803,  relative time: 0:00:00.000484
Generated 630000  programs,  absolute time: 0:19:18.121868,  relative time: 0:00:18.501065
Generated 640000  programs,  absolute time: 0:19:36.709187,  relative time: 0:00:18.587319
Generated 640000  programs,  absolute time: 0:19:36.709683,  relative time: 0:00:00.000496
Generated 640000  programs,  absolute time: 0:19:36.710168,  relative time: 0:00:00.000485
Generated 650000  programs,  absolute time: 0:19:55.020741,  relative time: 0:00:18.310573
Generated 650000  programs,  absolute time: 0:19:55.021260,  relative time: 0:00:00.000519
Generated 650000  programs,  absolute time: 0:19:55.021744,  relative time: 0:00:00.000484
Generated 650000  programs,  absolute time: 0:19:55.022194,  relative time: 0:00:00.000450
Generated 650000  programs,  absolute time: 0:19:55.022656,  relative time: 0:00:00.000462
Generated 650000  programs,  absolute time: 0:19:55.023126,  relative time: 0:00:00.000470
Generated 650000  programs,  absolute time: 0:19:55.023602,  relative time: 0:00:00.000476
Generated 650000  programs,  absolute time: 0:19:55.024111,  relative time: 0:00:00.000509
Generated 660000  programs,  absolute time: 0:20:13.259791,  relative time: 0:00:18.235680
Generated 670000  programs,  absolute time: 0:20:31.542185,  relative time: 0:00:18.282394
Generated 670000  programs,  absolute time: 0:20:31.542648,  relative time: 0:00:00.000463
Generated 670000  programs,  absolute time: 0:20:31.543152,  relative time: 0:00:00.000504
Generated 670000  programs,  absolute time: 0:20:31.543594,  relative time: 0:00:00.000442
Generated 670000  programs,  absolute time: 0:20:31.544088,  relative time: 0:00:00.000494
Generated 670000  programs,  absolute time: 0:20:31.544542,  relative time: 0:00:00.000454
Generated 670000  programs,  absolute time: 0:20:31.545021,  relative time: 0:00:00.000479
Generated 670000  programs,  absolute time: 0:20:31.545471,  relative time: 0:00:00.000450
Generated 670000  programs,  absolute time: 0:20:31.545956,  relative time: 0:00:00.000485
Generated 670000  programs,  absolute time: 0:20:31.546607,  relative time: 0:00:00.000651
Generated 680000  programs,  absolute time: 0:20:49.982386,  relative time: 0:00:18.435779
Generated 680000  programs,  absolute time: 0:20:49.982863,  relative time: 0:00:00.000477
Generated 680000  programs,  absolute time: 0:20:49.983357,  relative time: 0:00:00.000494
Generated 680000  programs,  absolute time: 0:20:49.983828,  relative time: 0:00:00.000471
Generated 690000  programs,  absolute time: 0:21:08.124590,  relative time: 0:00:18.140762
Generated 690000  programs,  absolute time: 0:21:08.125055,  relative time: 0:00:00.000465
Generated 690000  programs,  absolute time: 0:21:08.125518,  relative time: 0:00:00.000463
Generated 690000  programs,  absolute time: 0:21:08.125971,  relative time: 0:00:00.000453
Generated 690000  programs,  absolute time: 0:21:08.126432,  relative time: 0:00:00.000461
Generated 690000  programs,  absolute time: 0:21:08.126862,  relative time: 0:00:00.000430
Generated 690000  programs,  absolute time: 0:21:08.127326,  relative time: 0:00:00.000464
Generated 690000  programs,  absolute time: 0:21:08.128043,  relative time: 0:00:00.000717
Generated 690000  programs,  absolute time: 0:21:08.128469,  relative time: 0:00:00.000426
Generated 690000  programs,  absolute time: 0:21:08.128918,  relative time: 0:00:00.000449
Generated 700000  programs,  absolute time: 0:21:26.419244,  relative time: 0:00:18.290326
Generated 700000  programs,  absolute time: 0:21:26.419926,  relative time: 0:00:00.000682
Generated 700000  programs,  absolute time: 0:21:26.420413,  relative time: 0:00:00.000487
Generated 700000  programs,  absolute time: 0:21:26.420843,  relative time: 0:00:00.000430
Generated 700000  programs,  absolute time: 0:21:26.421356,  relative time: 0:00:00.000513
Generated 700000  programs,  absolute time: 0:21:26.421827,  relative time: 0:00:00.000471
Generated 710000  programs,  absolute time: 0:21:44.911353,  relative time: 0:00:18.489526
Generated 710000  programs,  absolute time: 0:21:44.911791,  relative time: 0:00:00.000438
Generated 710000  programs,  absolute time: 0:21:44.912271,  relative time: 0:00:00.000480
Generated 720000  programs,  absolute time: 0:22:03.328335,  relative time: 0:00:18.416064
Generated 720000  programs,  absolute time: 0:22:03.328845,  relative time: 0:00:00.000510
Generated 720000  programs,  absolute time: 0:22:03.329336,  relative time: 0:00:00.000491
Generated 720000  programs,  absolute time: 0:22:03.329993,  relative time: 0:00:00.000657
Generated 720000  programs,  absolute time: 0:22:03.330494,  relative time: 0:00:00.000501
Generated 730000  programs,  absolute time: 0:22:21.648878,  relative time: 0:00:18.318384
Generated 730000  programs,  absolute time: 0:22:21.649338,  relative time: 0:00:00.000460
Generated 740000  programs,  absolute time: 0:22:40.030994,  relative time: 0:00:18.381656
Generated 740000  programs,  absolute time: 0:22:40.031469,  relative time: 0:00:00.000475
Generated 740000  programs,  absolute time: 0:22:40.032101,  relative time: 0:00:00.000632
Generated 740000  programs,  absolute time: 0:22:40.032553,  relative time: 0:00:00.000452
Generated 740000  programs,  absolute time: 0:22:40.033015,  relative time: 0:00:00.000462
Generated 740000  programs,  absolute time: 0:22:40.033541,  relative time: 0:00:00.000526
Generated 750000  programs,  absolute time: 0:22:58.264951,  relative time: 0:00:18.231410
Generated 750000  programs,  absolute time: 0:22:58.265407,  relative time: 0:00:00.000456
Generated 750000  programs,  absolute time: 0:22:58.265840,  relative time: 0:00:00.000433
Generated 750000  programs,  absolute time: 0:22:58.266308,  relative time: 0:00:00.000468
Generated 760000  programs,  absolute time: 0:23:16.648607,  relative time: 0:00:18.382299
Generated 760000  programs,  absolute time: 0:23:16.649107,  relative time: 0:00:00.000500
Generated 770000  programs,  absolute time: 0:23:34.955905,  relative time: 0:00:18.306798
